pair_id,generated_path,ref_image,product_image,clip_visual_similarity,clip_prompt_similarity,prompt
0001,runs_layout_strict/images/0001.jpg,r044.png,p001.png,0.7447410821914673,0.3197150230407715,"A sleek, modern product advertisement featuring the ORICO USB4 SSD Enclosure for Thunderbolt 4/3, M.2 NVMe SSD, Mac mini and Laptops, Model TCM2, prominently displayed in the center. The product is shown in a transparent, minimalist design with a clean, high-tech aesthetic. The headline ""The watch you want. Now."" is positioned at the top, with a ""Shop Now"" button at the bottom. The color palette is monochromatic with silver, black, and white, creating a premium, clean commercial-ad feel. The target product is clearly visible and central"
0002,runs_layout_strict/images/0002.jpg,r011.png,p002.png,0.7835750579833984,0.35414451360702515,"A sleek, modern Haier refrigerator is the centerpiece of a clean commercial ad, with a bold headline ""620L Side-by-Side Refrigerator"" above the product. The image features a black-gold finish, dual inverter technology, and a large freezer space. The poster includes a ""BUY NOW"" button and a discount offer of $1600 off, with a clear focus on the product's premium features. The color palette is dark and sophisticated, emphasizing luxury and efficiency."
0003,runs_layout_strict/images/0003.jpg,r183.png,p003.png,0.7003124952316284,0.40782010555267334,"A clean commercial ad for the HEGEN PPSU Straw Training Cup, featuring the product prominently in the center, with a blue and white title block at the top, a ""SHOP NOW"" button at the bottom, and a vibrant orange background. The cup is shown with measurement markings and a blue lid, clearly visible. The overall mood is bright and inviting, designed for an e-commerce platform."
0004,runs_layout_strict/images/0004.jpg,r037.png,p004.png,0.7452871799468994,0.3196502923965454,"A sleek, modern Haier freezer is prominently displayed in the center of a clean, minimalist poster with a dark blue and white color scheme. The product is positioned in the main area, with a bold headline at the top reading ""Haier Little Red Flower Series Frost-Free Freezer"" and a clear ""SHOP NOW"" button at the bottom. The poster has a professional commercial feel with a clean layout, emphasizing the product's design and features."
0005,runs_layout_strict/images/0005.jpg,r025.png,p005.png,0.8112973570823669,0.33789265155792236,"A clean commercial ad with a gray power bank as the central focus, positioned in the center of the image. The product is shown with a digital display showing 100% and labeled ""UGREEN 100W Power Bank, 20000mAh"". The headline ""UGREEN 100W Power Bank"" is in the top left corner. A ""BUY 3 GET 4TH 40% OFF"" discount text is in the bottom right corner. The CTA ""SHOP NOW >>"" is in the bottom left corner. The color palette is modern and sleek,"
0006,runs_layout_strict/images/0006.jpg,r036.png,p006.png,0.8872819542884827,0.33176857233047485,"A clean commercial ad for the STELANG 517EC espresso machine, featuring the product prominently in the center, with a white background, a bold headline ""The watch you want. Now."" at the top, a ""Shop Now"" button at the bottom, and a green ""Money Back Guarantee"" banner at the top. The machine is shown in off-white with chrome accents, actively brewing coffee."
0007,runs_layout_strict/images/0007.jpg,r094.png,p007.png,0.6892741918563843,0.426318883895874,"A clean commercial ad for the Morphy Richards MR1158 electric steamer, featuring a blue, 12L multifunctional cooking pot with a whole chicken and vegetables inside, set against a green background with a ""Family dinner, delivered."" headline and a ""Shop now"" button. The product is prominently displayed in the center, with a clear, modern design and a bright, inviting color palette."
0008,runs_layout_strict/images/0008.jpg,r149.png,p008.png,0.7961969375610352,0.2865358591079712,"A sleek, modern promotional poster for the Hbada E3Air 4th Gen Ergonomic Chair, featuring a minimalist design with a bold title ""5040 Ahead of the curve."" The chair is prominently displayed in the center, with a clean white background and a subtle gradient. The product is highlighted with a clear, modern aesthetic, and a ""SHOP NOW"" button is visible at the bottom. The overall mood is professional and high-end, with a focus on the chair's ergonomic design and premium materials. The layout is clean and direct, emphasizing the product's features and appeal."
0009,runs_layout_strict/images/0009.jpg,r020.png,p009.png,0.7848168611526489,0.35994601249694824,"A clean commercial ad for a black leather shoe, featuring a bold title ""Red Dragonfly Men's Thick-Soled Height-Increasing Business Dress Shoes"" in the top center, with the product prominently displayed in the center, a 45% OFF discount banner at the bottom, and a ""Shop Now"" button at the bottom right. The poster has a modern, sleek design with a black and white background."
0010,runs_layout_strict/images/0010.jpg,r113.png,p010.png,0.8169386386871338,0.3582974374294281,"A sleek, modern electric water heater with a silver finish and digital display, prominently featured in the center of a clean, professional commercial poster. The product is clearly visible with a digital temperature reading of 60°C. The headline ""Haier 60L Electric Water Heater"" is displayed at the top in bold, white font. A ""Shop Now"" button is located at the bottom right corner. The color palette is dark blue and black with white and gold accents, creating a premium and trustworthy feel. The poster has a clean, modern design with a focus on the product."
