pair_id,generated_path,ref_image,product_image,clip_visual_similarity,clip_prompt_similarity,prompt
0001,runs_product_focus/images/0001.jpg,r044.png,p001.png,0.8392652869224548,0.28604429960250854,"A sleek, modern product advertisement featuring the ORICO USB4 SSD Enclosure for Thunderbolt 4/3, M.2 NVMe SSD, Mac mini and Laptops, Model TCM2. The product is prominently displayed in the center with a transparent casing, showcasing its internal cooling fins and fan. The headline ""The watch you want. Now."" is positioned at the top, with a ""Shop Now"" button below. The color palette is minimalist, using silver, black, and white, with a clean, professional design. The mood is sleek and high-tech, emphasizing the product's advanced features."
0002,runs_product_focus/images/0002.jpg,r011.png,p002.png,0.7942357659339905,0.3703525960445404,"A sleek, modern Haier refrigerator in black-gold, showcased against a clean white background, with a bold headline ""620L Side-by-Side Refrigerator"" and a ""BUY NOW"" call to action, styled like a commercial ad with a dark blue and silver color scheme."
0003,runs_product_focus/images/0003.jpg,r183.png,p003.png,0.7860905528068542,0.2638426423072815,"A clean, modern product poster featuring the HEGEN PPSU Straw Training Cup in a clear, minimalist design. The cup is prominently displayed in the center, with a blue lid and measurement markings. The background is a soft white, with a subtle gradient. A bold headline at the top reads ""HEGEN PPSU Straw Training Cup for Ages 1-3, 330ml, Multifunctional Kids Drinking Cup, Blue."" A blue ""SHOP NOW"" button is at the bottom right. The color palette is soft blue, white, and transparent, with a clean, modern feel. The"
0004,runs_product_focus/images/0004.jpg,r037.png,p004.png,0.7704702615737915,0.3330690264701843,"A sleek, modern Haier freezer in deep navy blue, showcasing the Little Red Flower Series, with a minimalist design and a frost-free feature, set against a clean white background. The product is prominently displayed in the center, with a subtle, elegant lighting that highlights its smooth texture and cool, dark finish. The headline ""Haier Little Red Flower Series Frost-Free Freezer"" is positioned at the top in a clean, modern font, with a clear call-to-action ""SHOP NOW"" below. The overall mood is sophisticated and modern, with a focus on the product's premium design and functionality."
0005,runs_product_focus/images/0005.jpg,r025.png,p005.png,0.8052852153778076,0.3534928858280182,"A sleek, modern UGREEN 100W power bank with 20000mAh capacity, featuring a digital display and multiple ports, showcased against a clean white background. The product is the central focus, with a bold headline ""UGREEN 100W Power Bank"" above it. The poster has a minimalist design with a dark gray and black color scheme, conveying a premium and tech-savvy feel. The text ""BUY 3 GET 4TH 40% OFF"" is visible in the lower right corner, promoting a discount. The overall layout is clean and professional,"
0006,runs_product_focus/images/0006.jpg,r036.png,p006.png,0.9002261161804199,0.33271002769470215,"A clean, modern advertisement poster featuring the STELANG 517EC espresso machine with a white and chrome finish, prominently displayed against a neutral background. The machine is shown in action with coffee being brewed, highlighting its integrated grinder and frother. The headline ""The watch you want. Now."" is positioned at the top, with a ""Shop Now"" button at the bottom. The color palette is neutral with white, silver, and black, creating a sleek, professional look. The mood is commercial and informative, emphasizing the product's features and ease of use. The target product is clearly visible and central to the"
0007,runs_product_focus/images/0007.jpg,r094.png,p007.png,0.7617316246032715,0.33369508385658264,"A clean, modern advertisement poster featuring the Morphy Richards MR1158 electric steamer in a blue, 12L multifunctional cooking pot, with a whole chicken and vegetables inside, set against a vibrant green background. The headline ""Family dinner, delivered."" is displayed at the top, with a ""Shop now"" button below. The color palette is bright and inviting, with a focus on the product's sleek design and functionality. The mood is warm and appealing, emphasizing convenience and quality."
0008,runs_product_focus/images/0008.jpg,r149.png,p008.png,0.8298605680465698,0.37478476762771606,"A sleek, modern office chair with a mesh fabric and a five-star base, positioned against a minimalist background with a clean, white and black color scheme. The headline ""Hbada E3Air 4th Gen"" is prominently displayed at the top, with a ""SHOP NOW"" button below. The product is clearly visible and centered, with a professional, commercial-ad feel."
0009,runs_product_focus/images/0009.jpg,r020.png,p009.png,0.7622836828231812,0.3353198170661926,"A clean, modern advertisement poster featuring a black leather men's dress shoe with a thick sole, set against a minimalist white background. The shoe is prominently displayed in the center, with a bold headline at the top reading ""Red Dragonfly Men's Thick-Soled Height-Increasing Business Dress Shoes."" Below the product, a clear ""Shop Now"" button is visible. The overall design uses a sleek, professional color palette of black, white, and subtle gray tones, with a clean, modern layout. The mood is sophisticated and commercial, emphasizing the product's quality and style."
0010,runs_product_focus/images/0010.jpg,r113.png,p010.png,0.7600042819976807,0.3709167242050171,"A sleek, modern electric water heater with a silver finish, featuring a digital display showing 60°C, positioned centrally against a dark background. The product is clearly visible with a clean, professional layout. The headline ""Haier 60L Electric Water Heater"" is prominently displayed at the top. A ""SHOP NOW"" button is located at the bottom right. The color palette is dark blue and black with silver accents, creating a premium and modern feel. The poster has a clean, commercial-ad feel with a focus on the product."
